Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Average_Working_Hours
40,No,Non-Travel,Sales,3,2,Life Sciences,1,2242,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,3,3,4,2,3,6.365344868
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,2243,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,1,4,3,3,3,6.728463694
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,2244,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3,6.68452657
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,2245,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,1,1,4,2,3,9.386380887
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,2246,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,3,2,3,3,3,6.794415866
45,No,Travel_Rarely,Sales,10,2,Marketing,1,2247,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7,2,1,3,3,3,10.50859028
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2248,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2,4,2,3,3,3,6.73029454
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2249,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,2,4,1,3,4,10.27663053
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2,2,4,4,3,3,10.56585677
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,2251,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3,7.085850767
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,2252,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,1,3,3,3,3,7.422883428
40,No,Non-Travel,Research & Development,25,4,Other,1,2253,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8,4,2,3,2,3,7.98513947
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,2254,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3,4,1,3,3,3,6.513891156
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,2255,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3,3,3,3,2,3,6.589474507
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2256,Male,2,Manager,Single,116910,4,Y,20,8,0,35,2,9,8,8,4,2,2,3,4,6.90184576
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2257,Male,3,Laboratory Technician,Married,53240,2,Y,19,8,0,20,2,3,1,2,1,3,2,1,3,6.786344907
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2258,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,8,1,8,3,3,1,2,3,3,4,3,3,6.509148472
44,No,Travel_Rarely,Research & Development,5,1,Other,1,2259,Male,3,Research Scientist,Single,52280,1,Y,13,8,0,6,2,5,1,3,4,2,2,4,3,6.917345546
33,No,Travel_Frequently,Human Resources,10,3,Medical,1,2260,Female,2,Sales Executive,Married,27000,0,Y,14,8,3,5,2,4,0,3,4,1,3,3,3,7.285915103
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3,Y,15,8,1,15,5,13,3,12,4,1,3,3,3,6.873781436
30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,2262,Male,1,Laboratory Technician,Married,25060,8,Y,22,8,0,4,3,2,2,2,4,3,2,3,4,6.1275962
42,No,Travel_Frequently,Research & Development,8,4,Medical,1,2263,Female,1,Sales Executive,Single,60620,1,Y,22,8,2,12,2,12,5,8,1,4,3,3,4,7.286386584
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,2264,Female,5,Manufacturing Director,Married,43820,7,Y,16,8,2,11,2,1,0,0,1,3,2,3,3,7.600639124
30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,8,1,1,2,1,0,0,3,3,2,3,3,6.172838215
57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2266,Male,3,Research Scientist,Married,61620,0,Y,14,8,0,13,5,12,2,8,2,3,2,2,3,7.604345067
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2267,Female,2,Sales Executive,Divorced,50940,3,Y,15,8,0,29,5,8,0,7,3,2,3,3,3,6.90729654
34,No,Travel_Frequently,Research & Development,2,4,Medical,1,2268,Female,2,Sales Representative,Divorced,68770,7,Y,20,8,0,16,3,14,6,9,2,1,2,3,4,6.293506173
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,2269,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2,1,3,4,3,4,6.492943287
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,2270,Female,5,Research Scientist,Single,44340,5,Y,17,8,3,7,1,5,0,0,1,2,1,3,3,7.808987142
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,2271,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10,1,2,4,3,3,8.52708989
35,No,Travel_Rarely,Sales,7,4,Other,1,2272,Female,4,Healthcare Representative,Married,25530,1,Y,14,8,1,1,4,1,0,0,4,3,3,2,3,6.614800538
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,2273,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0,2,1,2,2,3,8.507790456
24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,2274,Female,2,Manager,Married,51600,1,Y,17,8,1,1,3,1,0,0,4,2,3,1,3,7.406158173
44,No,Travel_Frequently,Research & Development,5,2,Medical,1,2275,Female,2,Research Scientist,Single,171590,5,Y,22,8,1,16,1,2,2,2,2,3,2,2,4,10.29623101
29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,2276,Female,1,Sales Executive,Divorced,128080,1,Y,13,8,0,10,6,10,0,4,3,3,3,3,3,6.980078861
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2277,Male,3,Sales Executive,Divorced,102210,0,Y,19,8,1,6,2,5,1,3,3,3,4,3,3,6.101316739
55,No,Travel_Rarely,Sales,20,3,Marketing,1,2278,Male,2,Research Scientist,Married,47790,0,Y,14,8,1,4,6,3,1,2,4,3,3,3,3,10.70099337
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2279,Male,2,Research Scientist,Married,37370,8,Y,22,8,2,8,2,5,0,2,1,2,3,3,4,7.897586957
47,No,Travel_Rarely,Research & Development,8,4,Medical,1,2280,Female,2,Sales Representative,Married,23660,3,Y,17,8,0,11,5,5,1,2,3,3,2,2,3,10.88412578
28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,2281,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,7.586788269
28,No,Travel_Rarely,Sales,8,4,Marketing,1,2282,Male,1,Laboratory Technician,Divorced,163070,1,Y,16,8,0,1,3,1,0,0,1,3,1,2,3,6.109356168
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2283,Female,2,Sales Executive,Single,59330,0,Y,11,8,0,5,3,4,1,3,3,1,3,3,3,7.0358026
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,2284,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,3,1,3,3,3,6.407399758
29,No,Travel_Frequently,Research & Development,8,1,Medical,1,2285,Male,1,Research Scientist,Married,40370,0,Y,14,8,0,4,2,3,0,2,4,2,3,1,3,7.117046337
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,2286,Male,2,Laboratory Technician,Married,25590,1,Y,11,8,0,8,3,8,1,7,3,2,2,2,3,5.9865551
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2287,Female,1,Sales Executive,Single,62010,2,Y,15,8,3,14,2,0,0,0,4,3,3,2,3,8.492564279
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2288,Female,3,Laboratory Technician,Single,44030,2,Y,20,8,0,10,3,5,0,0,3,4,4,2,4,7.435967391
54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2289,Female,4,Research Scientist,Divorced,37610,3,Y,12,8,0,26,3,14,1,12,2,4,3,2,3,6.97286715
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2290,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7,1,1,1,3,3,6.550877069
44,No,Travel_Rarely,Sales,26,1,Marketing,1,2291,Male,1,Sales Representative,Married,107610,3,Y,11,8,1,24,5,20,14,17,4,1,4,2,3,7.896398072
39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2292,Female,2,Laboratory Technician,Single,51750,4,Y,17,8,1,9,2,2,2,2,2,2,3,4,3,7.128395981
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8,Y,11,8,0,23,1,13,5,1,3,2,4,2,3,7.025510974
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340,1,Y,14,8,0,11,2,11,3,3,4,2,1,4,3,6.211119179
23,No,Travel_Rarely,Research & Development,2,4,Medical,1,2295,Female,2,Manager,Single,49360,0,Y,19,8,1,5,2,4,1,2,1,3,3,2,3,7.679793981
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2296,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0,4,1,1,4,3,7.5913497
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1,Y,13,8,1,10,2,10,8,6,4,3,3,3,3,10.29017174
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,2298,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7,4,3,1,2,3,6.366089181
50,No,Travel_Frequently,Research & Development,6,3,Medical,1,2299,Male,1,Manager,Single,23420,1,Y,12,8,1,32,2,32,13,9,3,4,3,2,3,9.990187943
34,No,Travel_Rarely,Sales,25,5,Marketing,1,2300,Female,1,Research Scientist,Married,41940,0,Y,17,8,2,12,3,11,5,7,2,3,3,3,3,10.49956597
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2301,Female,1,Manufacturing Director,Married,106850,4,Y,11,8,3,4,2,1,0,0,3,2,3,3,3,6.572412764
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,2302,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7,1,4,3,3,3,8.039399718
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2303,Female,1,Manager,Married,23140,3,Y,13,8,0,9,5,7,0,7,3,1,3,4,3,6.173074388
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2304,Male,1,Research Scientist,Single,42560,1,Y,13,8,3,5,1,5,0,2,4,2,3,3,3,7.202849239
45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,2305,Male,3,Laboratory Technician,Married,35800,4,Y,20,8,1,8,1,5,0,3,4,4,3,2,4,5.980826023
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,2306,Male,2,Manufacturing Director,Married,31620,2,Y,17,8,2,24,1,20,13,9,4,4,1,3,3,8.106577635
40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,2307,Female,1,Manufacturing Director,Married,65240,0,Y,13,8,1,9,2,8,7,1,1,1,4,4,3,6.295314168
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,2308,Female,2,Manufacturing Director,Married,28990,1,Y,17,8,0,15,3,15,5,7,2,3,3,2,3,10.62316057
40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,2309,Male,1,Manufacturing Director,Single,52310,1,Y,12,8,2,21,4,21,7,7,3,4,3,3,3,8.386603273
24,No,Travel_Rarely,Sales,10,2,Marketing,1,2310,Male,1,Manufacturing Director,Divorced,23560,0,Y,13,8,0,2,5,1,0,0,3,1,3,3,3,6.112486111
40,No,Non-Travel,Research & Development,7,3,Medical,1,2311,Male,1,Research Scientist,Divorced,28000,3,Y,12,8,2,8,0,2,2,2,4,4,,2,3,8.397320128
45,No,Travel_Rarely,Research & Development,4,3,Medical,1,2312,Female,3,Laboratory Technician,Divorced,118360,1,Y,22,8,0,10,2,10,7,7,1,2,3,4,4,6.563907164
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,2313,Male,1,Healthcare Representative,Married,109030,0,Y,11,8,0,6,3,5,4,2,2,3,3,4,3,7.803651927
32,No,Travel_Rarely,Research & Development,22,4,Medical,1,2314,Male,1,Sales Executive,Married,29730,3,Y,22,8,0,12,0,7,2,5,4,2,3,4,4,7.286747539
36,No,Travel_Rarely,Sales,9,3,Marketing,1,2315,Female,4,Research Scientist,Single,142750,3,Y,18,8,1,7,5,3,1,2,3,4,2,2,3,9.097270686
48,No,Travel_Rarely,Research & Development,12,4,Medical,1,2316,Male,1,Laboratory Technician,Divorced,55620,8,Y,13,8,1,18,2,8,7,7,3,3,3,3,3,7.873355697
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2317,Female,2,Healthcare Representative,Married,45370,6,Y,18,8,1,5,5,1,0,0,3,3,2,4,3,7.791838913
33,No,Travel_Rarely,Research & Development,9,1,Medical,1,2318,Male,1,Healthcare Representative,Married,76420,2,Y,20,8,1,8,2,2,2,2,1,1,1,2,4,7.097097622
30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,2319,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7,2,1,3,3,3,7.396179337
38,No,Travel_Frequently,Sales,9,3,Marketing,1,2320,Male,1,Manufacturing Director,Married,52040,3,Y,13,8,1,10,2,6,1,2,3,3,3,3,3,6.897724051
35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,2321,Male,1,Sales Executive,Single,22770,1,Y,12,8,1,3,2,3,1,2,4,1,3,3,3,6.788795488
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,2322,Male,5,Research Director,Married,27950,3,Y,13,8,0,9,4,4,1,3,3,2,3,3,3,6.51413118
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2323,Female,1,Research Scientist,Divorced,25320,1,Y,13,8,0,1,2,1,0,0,1,1,3,1,3,9.681411443
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2324,Male,2,Manager,Married,25590,0,Y,25,8,0,34,2,33,1,9,3,4,3,3,4,6.491736976
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,2325,Female,3,Sales Executive,Married,49080,4,Y,19,8,1,7,3,5,1,4,3,2,3,2,3,7.613203552
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2326,Female,5,Research Scientist,Married,23800,4,Y,13,8,0,9,5,6,1,2,4,1,2,3,3,7.385480419
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2327,Male,1,Sales Executive,Married,47650,8,Y,12,8,1,10,4,8,7,6,3,1,2,3,3,7.093524155
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2328,Male,2,Sales Executive,Single,20440,1,Y,11,8,0,1,2,1,0,0,1,4,1,3,3,7.419126462
55,No,Travel_Rarely,Research & Development,11,1,Medical,1,2329,Female,1,Laboratory Technician,Married,26930,1,Y,18,8,0,36,6,36,2,13,3,4,3,2,3,6.409076114
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2330,Male,2,Research Scientist,Married,65860,9,Y,18,8,1,9,3,2,2,1,2,4,2,3,3,6.112743363
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2331,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0,1,4,3,3,3,7.309532775
38,No,Travel_Rarely,Sales,14,2,Marketing,1,2332,Female,1,Sales Executive,Married,41710,0,Y,23,8,0,10,4,9,7,7,3,2,3,4,4,6.96694786
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2333,Female,1,Manufacturing Director,Single,27780,2,Y,13,8,0,8,5,3,1,2,2,2,4,2,3,7.210002334
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,2334,Male,1,Research Scientist,Single,23770,6,Y,13,8,2,15,3,1,0,0,2,3,3,3,3,7.385652896
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2335,Male,1,Sales Representative,Single,24040,1,Y,17,8,0,10,3,10,1,5,2,1,3,2,3,8.066179972
35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,2336,Female,2,Sales Executive,Single,23180,3,Y,19,8,0,10,4,5,0,4,1,3,3,4,3,9.313444679
39,No,Travel_Rarely,Sales,2,2,Medical,1,2337,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6,4,3,3,3,3,7.799657651
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,2338,Female,1,Research Scientist,Divorced,62440,1,Y,22,8,0,6,3,6,1,3,1,4,4,3,4,6.811413399
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,2339,Female,1,Laboratory Technician,Married,27990,4,Y,12,8,1,27,0,1,0,0,3,3,3,1,3,9.386987811
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2340,Female,3,Manager,Married,105520,2,Y,11,8,0,4,2,2,2,2,4,3,3,3,3,6.71481767
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,2341,Male,2,Human Resources,Married,23290,3,Y,15,8,0,9,2,3,0,2,1,1,3,3,3,9.199428946
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2342,Female,5,Manager,Single,40140,8,Y,13,8,1,24,3,1,0,1,4,4,3,3,3,5.99606616
35,No,Travel_Rarely,Sales,4,3,Medical,1,2343,Female,2,Laboratory Technician,Married,74030,1,Y,12,8,1,10,4,10,6,8,2,3,2,3,3,6.420092193
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,2344,Female,1,Manager,Married,22590,1,Y,14,8,0,8,2,8,7,7,4,3,2,3,3,6.02311824
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2345,Male,2,Laboratory Technician,Married,69320,1,Y,13,8,0,5,5,5,1,2,4,1,3,3,3,6.508975257
43,No,Travel_Rarely,Research & Development,1,1,Other,1,2346,Male,1,Manager,Divorced,46780,5,Y,25,8,1,8,0,6,0,2,4,2,3,4,4,6.996113465
35,No,Travel_Rarely,Sales,6,3,Marketing,1,2347,Female,3,Sales Representative,Married,135820,1,Y,17,8,1,1,3,1,0,1,3,4,2,2,3,7.355165198
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,2348,Male,1,Laboratory Technician,Single,23320,1,Y,11,8,0,27,2,26,0,12,4,1,1,3,3,6.600259503
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,2349,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,1,2,1,0,0,3,2,3,3,3,8.397721755
22,No,Non-Travel,Sales,17,2,Marketing,1,2350,Male,3,Sales Executive,Married,97050,1,Y,18,8,2,4,3,4,1,3,2,3,2,2,3,8.875546373
50,No,Travel_Frequently,Research & Development,3,3,Other,1,2351,Male,2,Research Scientist,Married,42940,2,Y,20,8,0,32,2,30,12,13,2,3,3,2,4,9.39608477
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2352,Male,3,Research Scientist,Married,47210,3,Y,14,8,1,6,3,3,0,2,2,4,3,3,3,6.289856974
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2353,Male,3,Manager,Divorced,25190,0,Y,21,8,2,23,2,22,1,10,2,4,2,3,4,8.780275463
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,2354,Female,1,Research Director,Married,21210,1,Y,13,8,1,6,2,6,1,1,2,2,2,3,3,6.6125962
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,2355,Female,2,Research Scientist,Single,29730,1,Y,12,8,0,10,2,10,1,4,3,1,3,3,3,8.907959089
45,No,Non-Travel,Sales,2,4,Life Sciences,1,2356,Male,2,Manufacturing Director,Married,58550,1,Y,14,8,1,10,3,10,4,5,1,1,3,2,3,7.881596648
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,2357,Male,2,Research Scientist,Single,36170,7,Y,21,8,1,10,5,5,0,3,4,1,3,3,4,7.217484231
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,2358,Male,2,Manufacturing Director,Married,67250,9,Y,17,8,1,7,3,3,1,1,3,3,3,3,3,10.91356295
34,No,Travel_Frequently,Sales,28,4,Marketing,1,2359,Male,5,Manufacturing Director,Divorced,103250,1,Y,11,8,1,9,3,9,7,2,3,4,3,2,3,6.067014815
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2360,Male,3,Healthcare Representative,Married,69490,1,Y,14,8,1,10,2,9,1,4,3,1,2,3,3,7.268998179
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,2361,Male,3,Research Scientist,Married,106090,2,Y,17,8,1,10,2,7,7,7,2,1,3,3,3,6.571264749
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2362,Male,4,Research Scientist,Divorced,44470,1,Y,13,8,0,7,4,7,0,7,4,1,3,3,3,6.109443247
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,2363,Female,2,Sales Executive,Married,21570,1,Y,25,8,0,16,1,16,1,10,2,1,3,2,4,7.590426329
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2364,Male,3,Manufacturing Director,Divorced,46010,0,Y,15,8,2,6,2,5,0,0,2,1,2,3,3,7.431320621
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2365,Female,1,Laboratory Technician,Single,170990,1,Y,14,8,1,3,2,2,2,2,3,4,3,3,3,7.932450023
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,2366,Male,1,Research Director,Single,24790,,Y,12,8,1,0,2,0,0,0,2,4,4,2,3,8.383343037
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,2367,Male,2,Research Scientist,Married,148520,3,Y,19,8,3,27,3,5,1,0,4,3,3,2,3,6.011422414
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,2368,Male,1,Laboratory Technician,Divorced,72640,0,Y,17,8,0,,5,10,0,7,3,3,3,3,3,6.894523107
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,2369,Male,1,Laboratory Technician,Married,56660,1,Y,14,8,1,18,2,18,14,12,1,3,3,3,3,7.528335718
35,No,Non-Travel,Research & Development,29,3,Medical,1,2370,Female,2,Sales Executive,Married,78230,1,Y,13,8,1,15,3,14,2,9,3,3,3,3,3,6.192031401
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2371,Male,1,Laboratory Technician,Married,78800,3,Y,12,8,1,9,2,4,0,2,3,3,2,4,3,8.023858151
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,2372,Female,2,Manager,Single,131940,0,Y,11,8,0,10,2,9,3,8,1,3,1,3,3,6.660232861
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,2373,Female,2,Laboratory Technician,Divorced,50670,1,Y,11,8,2,10,3,10,3,9,4,4,3,2,3,7.326619991
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2374,Female,3,Sales Executive,Married,50790,3,Y,11,8,0,10,3,5,0,2,4,3,4,3,3,9.600522405
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2375,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0,4,1,3,3,3,5.999986942
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2376,Female,2,Healthcare Representative,Married,174440,1,Y,14,8,0,8,4,8,7,7,2,2,1,3,3,7.986035024
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,2377,Female,2,Healthcare Representative,Single,24040,6,Y,17,8,0,18,2,4,3,3,3,4,2,2,3,9.199227317
44,No,Travel_Frequently,Sales,2,2,Marketing,1,2378,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,1,4,3,2,3,8.615238962
48,No,Travel_Frequently,Sales,10,4,Marketing,1,2379,Female,3,Manager,Married,22700,2,Y,14,8,3,23,2,2,2,2,3,4,3,3,3,7.076158565
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2380,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2,,4,2,1,3,10.70255061
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,2381,Male,2,Research Scientist,Single,54880,1,Y,22,8,1,6,6,6,1,3,1,4,3,3,4,8.667874197
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2382,Male,3,Sales Executive,Married,194190,7,Y,14,8,1,5,2,3,0,2,2,3,3,1,3,7.234342707
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2383,Male,1,Research Scientist,Single,28110,2,Y,20,8,0,6,3,4,1,2,4,4,2,3,4,6.421498792
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,2384,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3,1,1,1,3,3,10.47129592
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,2385,Female,2,Manager,Single,41630,9,Y,15,8,1,8,4,5,1,4,3,3,3,2,3,7.317852914
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2386,Female,3,Sales Executive,Married,21320,4,Y,20,8,0,9,1,3,0,2,2,1,3,2,4,7.927488569
25,No,Travel_Frequently,Sales,5,1,Marketing,1,2387,Male,4,Manufacturing Director,Divorced,139730,1,Y,14,8,0,7,3,7,0,7,4,3,3,2,3,6.126019737
39,No,Travel_Rarely,Sales,10,3,Marketing,1,2388,Female,2,Research Director,Married,26840,4,Y,12,8,0,7,2,5,1,0,4,2,3,3,3,6.755457302
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,2389,Male,2,Research Director,Married,108450,3,Y,24,8,0,27,4,4,1,2,1,2,3,2,4,7.779442029
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,2390,Male,3,Sales Executive,Divorced,43770,5,Y,12,8,1,19,2,14,1,11,4,1,3,2,3,7.804605201
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,2391,Female,2,Sales Executive,Single,37430,1,Y,13,8,1,2,2,2,2,2,3,3,3,3,3,6.620019324
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,2392,Male,3,Laboratory Technician,Divorced,41480,1,Y,11,8,0,11,3,11,7,9,4,2,3,3,3,7.673401601
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2393,Female,2,Healthcare Representative,Single,10510,2,Y,14,8,0,15,2,4,1,3,1,2,3,3,3,5.979037274
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,2394,Female,2,Research Scientist,Married,107390,2,Y,11,8,3,30,3,15,2,12,3,3,3,3,3,8.466084379
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,2395,Male,4,Laboratory Technician,Married,103880,0,Y,14,8,0,4,2,3,1,2,4,3,,3,3,8.007373843
