Polarity,Comment,Sentiment_Category
label1," WAT??......ANOTHER EDITION?????: IT REALLY STINKS!!!FIRST IT WAS SINGLE DISC, THEN THERE WAS A 2 DISC RELEASE AND NOW AN EXTENDED 3-DISC EDITION IS UP FOR PRE-ORDER.CAN SOMEONE AT DREAMWORKS CLARIFY HOW MANY MORE EDITIONS WILL WE HAVE??PUBLISHING HOUSES LIKE DREAMWORKS ARE TOO BUSY CASHING IN ON GREAT MOVIES LIKE GLADIATOR AND ARE JUST NOT BOTHERED ABOUT THE HARD EARNED MONEY PEOPLE SPEND ON BUYING EARLIER VERSIONS OF THE MOVIE.",Negative
label1," Warning Will Robinson!! A disaster of over the top DNR & EE; What were they Thinking?!: As mentioned by other reviewers the video transfer of the Blu-ray edition of Gladiator has been reduced to VHS quality and suggest anyone hire's & views before buying but recommend all stay well clear (as this is a lemon) - if you absolutely must have it regardless of quality do so at your own risk. I'm sticking with my DVD edition for now. For more detail on specifics of all the issues see the discussion on the AVS Forum & the review at The Digital Bits - looks like we will all have to wait a couple of years until the studio's concerned with this release (Paramount & Universal) do a new edition and remaster the original without all the excessive DNR, EE, and such! Compared to initial reports of Braveheart this Blu-ray release is clearly a disaster. :-(",Negative
label1," Gladiator [Blu-ray]: If you love this movie, you must import German Blu-ray's Gladiator 10th Anniversary Edition! Excellent picture and sound quality and 2 disc set. Region code free for both discs! and more special features!!! I imported Robin Hood Limited Steelbook from UK and it was not good... Second disc was DVD and region 2 and PAL... I couldn't watch it... But German remastered 2 Blu-ray set Gladiator's great! You can watch everything!!! You must check amazon.de now!!!!!",Negative
label1," Good Movie, but Best Picture of the Year?: This was a good action flick, and all the fights and battles are great. Russel Crowe does a great job and deserves praise. But the movie doesn't flow logically. The reasons Crowe was made a slave aren't clear... he's crying at the death of his family, and a foot appears... next he's a slave. This coming from the man who has fought his way out of so many battles, including death in Germany when the current ruler was overthrown. There are several moments where I wasn't sure why things were happening. That's okay for an action flick, but I expect more from the Academy. Are we ready to throw plot development out the window when the action is good? Man, I hope not! By the way, the recreation of Rome was awesome, another plus for the movie. So why did I give it only two stars? Well, to be honest, in protest over the Academy's nomination... not that the field was all that great this year...",Negative
label1," Rip-off: Why not issue the extended edition (177 minutes) in a set with the theatrical release? A rip-off, as is so common.",Negative
label1," 5 star movie 5 star DVD: I LOVE this movie. It's powerful, action packed, and well...it just rocks. Great directing by ridley scott (legend, bladerunner, G.I jane, thelma & louise, Alien...), great acting by Russel Crowe, Joaquin Phoenix, and Richard Harris. Great costumes, AWSOME score by Hans Zimmer, (i have the cd). This movie has everything: action, revenge, gore, romance, great CGI... well worth buying.You might have heard some discouraging remarks such as Gladiator not being historically acurate, but it isn't supposed to be. It's FICTION... its BASED on history, yes, but so is Braveheart...which is pretty unacurate, and you don't see people chasing down randal wallace with torches... (braveheart is a great movie too though).Now not only is the movie great, but the two-disk DVD is awsome. over 10 deleted scenes, 2 long featurettes, feature length commentary, great interactive menus, and a great addition to anyones DVD collection.",Negative
label1," Diane Duane is BRILLIANT!!!: I waited for MONTHS to find this book, having read Deep Wizardry and High Wizardry first, and it was worth the wait. This is a fantastic book with an excellent plot. It is a bit complicated, and I recommend reading it at least twice to fully understand it. People complain that it's no Harry Potter, and they're right - this ISN'T Harry Potter, it's something more than Harry could be. Not ""better"", but MORE. Diane Duane has a fantastic talent in describing things, she really shows you everything.I HIGHLY recommend this; it's one of the best books I've ever read (and that's saying something). If you don't like it, it's probably just because such...deep...sci-fi isn't your cup of tea, and that's great. ........",Negative
label1," bla: I thought that this book was just kind of boring. The part with the white dwarf star that was hicoughing up all sorts of things was the only funny part, and the rest was just wierd and dumb.Contrary to one of the other reveiwers, the book was so much worse than Harry Potter.",Negative
label1," And there goes my birthday money....: I love this book. It is a great: a little like Harry Potter only has more of an adult plot a.k.a. more complicated. I feel in love with this book and immediatly bought Deep Wizardry, High Wizardry, and A Wizard Abroad (All contiuations of the series, which gets better as you go). And if you love cats, check out Book of Night With Moon, which fetures Wizarding Cats and all your favorite characters from the other books....",Negative
label1," Romance and Laughs Abound!: I read this book in one day and enjoyed every minute of it. It has the classic ""Beauty and The Beast"" theme which happens to be a favorite of mine. Samantha was a spunky heroine who's quick wit and spunk made her the perfect match for her impatient patient. Gabriel was a hero to be adored. Unlike most ""wounded"" heroes who choose to sulk and mope about - Gabriel's defense was witty sarcasm and a beastly temper. He was a complete ass and I simply adored him!I found myself laughing out loud several times throughout the book and even came close to shedding a tear or two.Highly Recommended!",Negative
label1," Dear old Nolan!: Philip Nolan, a man who is sentenced to remain at sea for his entirelife, with the punishment to never hear nor see of the United States again. Hale captures patriotism and heroic efforts in one man as Nolan bravely tries to hide the fact he still loves his country, but shall never see it again. It makes you proud to be an American and live under the glory that our forefathers fought for. So many times have I read this story, and each time I can barely get past parts that bring a tear to my eye. Ultimately a great and powerful book for any reader who enjoys a story of love, agony, and pride.",Negative
label1," Bragg Books are the Best!: The Braggs have so much solid time-proven info for optimal health!Each one is jam-packed with valuable self-care info, which in my opinion,is the best and only way to go. Between this and my Naturopath, I'm in great shape.No unnecessary drugs and surgeries for me!",Negative
label1," An Excellent Film Noir, Full of Suprises: ""The Proposal"" is an intelligent, first-rate undercover police story with a lot of twists and turns that you can never see coming. The Director has a real knack for building tension and suspense... it keeps increasing as the story progresses, and the mystery deepens as it unfolds. Jennifer Esposito really proves that she can play the leading role in a feature... she's radiant, and Nick Moran (from ""Lock, Stock, and Two Smoking Barrels"") plays the nervous, paranoid undercover cop to perfection. Stephen Lang (Tombstone) is awesome as the subtly psychotic Crime lord, and it's nice to see William B. Davis (X-files' Smoking Man) play an FBI agent who DOESN'T smoke! Very clever, unpredictable, good looking film noir. Highly recommended.",Negative
label1, El Cano...One of the best!!: I became a big fan of El Cano Estremera when he sang for Bobby Valentin. El Cano is a great sonero and one of my all time favorites. This is a nice album from one of the best.,Negative
label1," Weak, Weak, Weak...: I'm a strong coffee drinker and thought to myself that a French Roast is a bold coffee. Well, I didn't find this to be very ""bold"" so I can't rate it well according to my taste for coffee.If you like strong coffee like we do - consider these:1. Timothy's Midnight Magic --> BY FAR my favorite!2. Green Mountain Dark Magic3. Emeril's Extra BoldThat being said, some people don't like the strong taste of coffee so take my advice only if you are a strong coffee drinker.",Negative
label1," BOWIE MEETS MOZART??: O.K., so I know these quartet tributes are not everybody's idea of a great ""tribute"", but I love these things. I have several, and this one stands up with the better ones. Obviously, it makes little or no sense to have CD's dedicated to some of these artists( I mean, Matchbox 20?.........Oh well) The Bowie stands up with the Tommy and the Floyd discs as something I could see myself going out to see. I've always taken some of this music very seriously, and it feels good to hear it presented in this format. Not for everybody, but then what really is?",Negative
label1," wonderful selection, amazing singer: I first heard this cd in a stretching class at my gym and I had to ask the instructor who was the wonderful singer ! Her voice will put you in relaxed mood, soothe your soul and remind you that life is beautiful after all. I wanted to fall in love all over again. Some of my favorites ( almost the entire selection is pretty good, anyway, with the exception of the last track) : It's crazy, I love you for sentimental reasons and Girl Talk.",Negative
label1," What CD is this?: I have the original issue CD on the Universal Music label,11-11-1992. This CD has a different issue date, different cover pic, different label,(Polygram) and completely different track layout and missing tracks.(Universal=15 tracks, Polygram=12). The original tracks were: 1.It's Crazy 2.How Did He Look 3.Let There Be Love 4.Close Enough For Love 5.The End Of A Love Affair 6.Bewitched, Bothered, And Bewildered 7.I wish You Love 8.You've Changed 9.I Only Have Eyes For You 10.A Mark On Your Mind 11.I Love You For Sentimental Reasons 12.Maybe September 13.Do It Again 14.More Love 15.Les Feuilles Mortes.What in the world is going on here?My CD is a bit beat up,(I've played it so much), and I can't find another copy anywhere. Can anyone help?",Negative
label1," WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?: WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?................this ranks with the other completely useless,horrible horror sequals-blair witch(they both were horrible though!),an american psycho 2,evil dead 2(it was hysterical though),exorcist 2,american werewolf in paris.....the list goes on(in fact i think ill make 1!)this was as spine chilling as killer smirfs.can someone explain this to me?what does it have to do with part one?PLEASE DO NOT BUY,RENT,STEAL,OR BORROW.youd be better off with plan 9 from outer space!",Negative
label1," A highly informative treatise on Cuban tobacco: Although not an exciting read, this book should greatly interest the die-hard cigar aficionado and the botanist alike; it contains wonderful photographs and information on traditional and newly developed tobacco varieties, diseases, processing and cultivation.",Negative
label1," A Stunning Acheivement of Existential Genius: This masterful work portrays with elegant simplicity the existential condition of man. Suitable for readers who have never read an existential Camus novel or for experts in metaphysics, this book is a must for any person who has ever wondered about the condition of man. Camus derserved his nobel prize just for this book alone. This novel is the apex of camus' writings in this readers opinion and provides clear insights to every reader. Buy this book!",Negative
label1," Not an Introductory Text: As an accompaniment to the program MacLogic for an upper level course I can see where this book would have a place. Unfortunately my introduction to it was tutoring for an introductory class. The material is well written and organized but far too densely written, particularly for students who have never had a logic class before and are coming from questionable mathematics backgrounds. That there is no index of symbols just makes navigating the text that much more difficult.On another level, the author seems to eschew a good many things that many other logic courses--at least those I've seen and taken--use in depth. Things like Modus Ponens are barely touched on in favor of ""v E"" (disjunction elimination). This seems unusual for an introductory textbook in the field, though I am not familiar enough to know for certain.",Negative
label1, Terrible Movie: I watched it and thought of it as just bad. I am speechless it's just bad please don't watch this movie.,Negative
label1," ""There Was Me"": Great movie! Stanley Kubrick is personaly my favorite director after watching this movie. After I read the book I went out and bought the movie without seeing it. I think that the movie is as good as the book. The only downside to the whole movie is it did not add the additional chapter like in the book. But even the ending to the movie is great! Kubrick really scored big in this movie. Back then to make a movie as hard core as this one was crazy but he did it. This movie is so ahead of it's time. But it's my favorite movie of all time!",Negative
label1," Made a big impact: It's quite a while since I saw this movie, but it made a big impact on me at the time. I particularly liked Kubrick's use of classical music. I am keen to purchase a VHS copy but it would have to be in the PAL format - suitable for Australia",Negative
label1," It's COLOMBIAN, not columbian...: How do you expect to get to someone's liking if you do not even know how to spell their name, it is COLOMBIAN, not columbian (unless it is from Columbia, NY) :)...",Negative
label1," Love that can't be stopped: Susanna Baird enjoyed traveling with her writer grandfather, Robert Debenham, but their trip to Malta was an exception.First her grandfather fakes illness to stay free at the house of the Marquis Ramiro St Vincent, Susanna labeled him a Ogre.Then she found he had a son, Minu(Lorenzo)who was crippled by a badly crushed foot.Susanna found her label for his father wasn't bad enough when she discovered Minu could have the foot fixed, but his father didn't want his child seeing people outside his home.The child had no friends, except two dogs, and a monk.Susanna soon befriends the child, and his lonely heart is captured by her sweet nature.Soon Susanna finds she is falling in love with the ogre and he tells her he wants nothing to do with it her love.Later Ramiro tells Susanna that he is going to marry another woman, a woman he doesn't love, who doesn't love him.Minu over hears this, and runs away.Ramiro comes to his senses at last and they all live happily ever after.",Negative
label1," Passionate and moving: I am very impressed with this film. I am a Catholic and generally happy with that fact, but I am not stupid and the Catholic church certainly has done terrible wrong back then and even now. I had heard of Martin Luther and was curious to know more about him. What this film gives in incredible. I have never heard even The Pope talk like this. The pure unbridled faith of Luther is moving.The best part of this film is that it is not trying to preach. It doesn't say ""Believe this"" instead it presents the story without apologies and lets you decide what you think of Luther's views. The Church is portrayed as concerned for Christianity as a whole, but more importantly, overwhelmed with the furtherance of it's own power and crushing influence. I believe this is true even to this day.The world would be a better place if more people like Luther were in it. This will go in ""Best of the Best"" in my collection.",Negative
label1," Worth watching: The movie was well done and dramatic. The acting was good, although one could tell it was sectarian.My one main criticism is that the story did not portray the decisive factor in Luther's conversion - Justification by faith alone - sufficiently. This was the lynchpin and pivotal doctrine that separated Luther from the Catholic church and the papacy.",Negative
label1, Great Movie: Very enjoyable movie that is rather accurate historically on the big points. It showed Luther as a man tormented by his demons as he tried to stay faithful to the Word of God.,Negative
label1," Luther movie (VHS): As the teacher of a women's Bible class in a Lutheran church, I showed this movieLuther [VHS] after the class had completed six weeks of study on Dr. Martin Luther's life and influence on the Protestant Reformation. I would highly recommend this product because it stays true to historical facts and is not ""padded"" for today's audiences.",Negative
label1," Good Movie: This is a good movie and a decent portrayal of Luther. The plot is well done for the volumes of information covered, the acting is adequate, and the costumes are outstanding.Some of the actors' personal beliefs portions of the historical representations and the film is definitely from the perspective of the Lutheran Church. While relatively ballanced, one must still keep the presuppositions of those who created it in mind when viewing the historical material.The producers could have expounded on some additional elements in the time period that were directly related that might have helped a bit more in keeping the bias level less apparent, but the film definitely falls way short of being the 'Protestant Propoganda' some critics have labeled it.While not your Saturday Night Date flic, it is most assuredly a well done film and worth watching.",Negative
label1, Very accurate: This is a very accurate presentation of Luther and the events that happened. I have read a couple of church history books and this movie is almost verbatem.,Negative
label1," Teacher: I am teaching some young preachers from out of my church and personally used this book when in Bible college over 35 years ago. It is a great book, very detailed with information that will help any young or older preacher know more about his ministry and how to perform it.",Negative
label1," It Broke after 1 month's use: Worked well at first, then a rubber band broke and I could not fix it, piece of junk!",Negative
label1, LOOKS REAL!: I ADORE IT! I HAVE A SIZE 5 RING FINGER AND IT LOOKS GREAT ON. THIS RING CAN FOOL YOU THAT IT COULD BE REAL. THE METAL HAS NOT TARNISHED OR TURNED MY FINGER COLORS AND SO I FEEL IT WAS A GOOD BUY.,Negative
label1," Bigger Than I Expected: If you are looking for a ring with a dainty stone this isn't the one. This ring has a ROCK. I wasn't expecting the stone to be so big, but now that I have worn it for a little while, and gotten used to it, I love it. It is beautifully made and very shiny. Looks expensive.",Negative
label1," Doesn't work.: Trust me, guys, this doesn't work unless you're a stud. It's all based on making ""eye contact"", and no girl is gonna be giving you 'eye contact"" unless you're an attractive stud. For the average joe, forget it, this just does not happen in real life.",Negative
label1," PUA Book Order (The System): Small book with somewhat large type, not finished reading it, and not really buying into it yet (maybe too soon to tell).My Amazon purchase included 3-publications (similar ilk). Within a very short time (minutes) of making the online purchase, there was an identity hack against my credit card. Coincidence?I'm reconsidering making future purchases through Amazon.",Negative
label1," Total waste of money!: It is way too hard to get this stuff off after use! If you happen to touch anything but your body, it is on there for good. The bottle itself develops a super greasy feel immediately after the first use. Go with the ID Glide water based lube instead. Millennium costs twice as much, is a total mess, and doesn't feel nearly as good. My GF hates this stuff too so it was a total loss!",Negative
label1, WOW: If everyone actually listens to the words in all the songs they will see that each has a special meaning that deals with real life. Not exactly like the KISS of 20 years ago but things do change. Cd song quality is excellent. Thumbs up guys!!!!!!!!!!!!,Negative
label1," SOFT AND PREDICTABLE: The attempt to make another Destroyer fell very short. The title track is easily the best song on this album. It was obvious right away that Peter Criss wasn't playing on it....he does't have that kind of talent so why go in and make this album at all? Before it even came out you knew that Peter would be singing a ballad. ""I Finally Found My Way"" is no ""Beth"" or ""Hard Luck Woman."" The rest of it is just too soft. There is no heavy drum sound. It almost like a weak Lick It Up minus the better songs. Get back with Eric and Bruce! Don't worry about makinganother Destroyer. I'll be satisfied with another Revenge.",Negative
label1," Pandering to ""new"" fans.: I made the mistake of buying this album having not heard any of the songs, and only being a faithful fan of Kiss. Yeah I think that new fans (people that started to listen to Kiss after the reunion) might enjoy this. It has all of the elements of classic Kiss, but it's missing something.Do I think that the prime motivation for this was the money?Yes. Purely for cash. It's nice that the fans had something to go with the tour that was happening at the time, but this album doesn't age very well, mainly because this album wasn't very good in it's conception, and was executed poorly.In retrospect, Kiss has made worse albums. ""Unmasked"" comes to mind. Peter Criss' solo album was weak, but at least an effort was made. ""Animalize"" was poor, but Kiss was playing catch-up, and was breaking in a new guitarist too.Some of the tunes are catchy enough, but that wears off quickly. Based on the merit of the somewhat catchy songs, I rated this 2 stars. Other than that, not much here.",Negative
label1," ï¿½ï¿½Tengo un alma caribeï¿½ï¿½a!: Even if you've never been to Caribbean, Gloria takes you there with this CD. Perhaps the majority of the songs are on the slower side, but""soulful"" and it shows. My friend bought this CD, and I borrowed it so much that I got it for myself. The ""No me dejes"" remix will get you dancing. ""Tres Gotas de Agua Bendita"" is really fun and lively (with Celia Cruz), while ""Por un Beso"" is a heartbreaker. Yet even in the slower songs, the background music stays true to the Caribbean, which I appreciated. ï¿½ï¿½Dale! You won't regret the purch",Negative
label1," Always room for improvement: I bought this album after hearing Where The Party At? I still regret it. The only other song I like is Cut Somethin'. All the other songs sound too much alike and the slow jams are a million miles from being creative. All they sing about is breaks up. Do any of their relationships work??????? Basically, I say this album was a waste of money.",Negative
label1," John M. Keane - Music!: Yes, John M. Keane -- Of the Keane Brothers!!! He and his wife produced this line of videos -- around the time they had their first child. Definitely a fun video set for babies to watch! This is the earliest series, another one was produced by them later is ""Baby it's You!"" -- My daughter loved them as a toddler!!!",Negative
label1," The Number is Zero: What a waste of paper and time! There is much talk of how Eisenberg has hit ""the sweet spot"" with this book -- bah! Humbug! Sweet nothings is more like it. Entertainingly and personably written, it's as informative as a Jerry Seinfeld tv skit about finances. Eisenberg writes extremely well, but it's all much ado about nothing. Read the last two short chapters at the bookstore and put the money you save into your 401K.",Negative
label1," An important read for anyone concerned about retiring: This book is well worth the time to read, the tone is light but the message is very serious. It is an excellent book but to my tastes it could have been edited into a shorter volume.",Negative
label1," More on Marilyn...: The Song Continues is an updated version of Horne's earlier My Life. Much of the text is the same. Even so, we needed an update, didn't we? For having a kind of ""take no prisoners"" style, Horne is pretty generous with foes as well as friends. (She doesn't re-tell the Sills/Scala incident here.) There are some new pictures, which is wonderful. Even more wonderful, and almost worth the purchase price all on its own, is the bonus CD. There are 18 songs on the CD. While they don't come up in chronological order, they are generally arranged earlier to later; you can still get the feeling for how that miraculous instrument evolved. I'm glad I have both books.",Negative
label1," Hieroglyphic maps: The Joy of OrigamiThis book is colorful and seemed promising for a beginner to self teach. The diagrams maybe okay if you already know what they are suppose to look like at each step, but as a teaching aid they compare to teaching American children from a hieroglyphic test. I bought another book on the same subject to help get through the simplest basics, but it was only marginally better. Van Sicklen is not a beginner's writer. This book could easily drive people away from the art through frustration.",Negative
label1," Unreliable Quality: I've got one of those and it was so cloudy that I was hardly able to see the lava. Plus the lava didn't move at all after several tries. I was very dissatisfied and returned the item, and got the same thing from directly Target's website. This time it's clear and works fine (though it takes about 2 hours to warm up, but I think it's normal for new lava lamps). So, I'm very happy with my new lava lamp. I don't know the reason, but I guess somehow Lava Lite doesn't have a good quality control on its products. If you're lucky you get a good one but chances are also high that you might get a dysfunctional one. So order it at your own risk.",Negative
label1," Superb version of a fine Heinlein story: Have Spacesuit, Will Travel is one of the best of Heinlein's so-called juveniles (which I've always believed were some of his best writing) and now it is available is a really excellent audio recording. The Full Cast Audio treatment takes a great story and makes it come alive. Highly recommended!",Negative
label1," Good movie, poor dvd: The movie ""The Junky's Christmas"" is great clocking in at only 20 mins. It is a must have for any Burroughs fan. Anyone considering purchasing this should be fairly warned that you only get 20 minutes or Burroughsy goodness for your $17.99 (amazon price at time of writing). The other two shorts are not Burroughs related and are horrid. To sum it all up, if you are like me and like filling your entire house with dvds you'll only watch once then by all means buy this. Otherwise don't.",Negative
label1, A TRULY UNDERATED COMEDY!!!!!!!!!!!!!: I have no idea why this movie did as bad as it did. In my opinion it was a truly fun film. It had a great mix of sports gags and situational comedy. Matt Stone And Trey Parker had so much fun doing this. I could not stop laughing at Dian Bachar. He was incredibly funny as Squeak. Don't miss out on this film. Funniest movie of 1998.,Negative
label1," Movie history in the making!: Move over Star Wars and make room for this fabulous and wicked movie, the two outragouse creaters of South Park have done it again and pulled out another comedy great. Only that one was actually funny and successful, and the other is a guarenteed qualifier for the WORST movie ever made in the history and the face of this rock we live on. Watch this movie and you're automatically part of somthing special, the other end of the spectrum of what the movie industry has to offer.",Negative
label1, hilarious: This movie is hilarious!!!!!!!! I saw it with my friend and we laughed throughout the entire thing.,Negative
label1," best movie ever: Let me tell you this movie was the funniest thing i havve ever seen buy it, hey it's not like its a great deal of money you'll enjoy everything about it from the cheerleaders to the funky psche outs. get it quick!!",Negative
label1," catherine bell: i really enjoyed this dvd ,love every thing that catherine bell is in she is such a good actressthis dvd cane very quickly,thankyou so much.norma east.",Negative
label1," A really good book!: I remember reading this when I was a kid. I always thought it was a pretty neat book. Time travel is always a cool thing to read about, and this one is pretty good too. One of the best things I remember is writing a letter to the author. She wrote me a full-length letter back! For an 11-year-old kid, that's quite a thrill. I recommend this book for any children's book library.",Negative
label1," Loved it.: This book, which reminded me of To Kill a Mockingbird even though the two are completely unrelated, was very good. It's about confused and lonely teenagers, a crazy deaf Greek, and lonely man, and how they meet and react with each other. Tres interessant!",Negative
label1," Did it really take all these pages to detail......nothing?!?!?!?: Oprah's book club has lost a lot of its credibility with this book.This book just seemed to go on and on and on without anything really happening.It babbled on for something like 360 pages to document the following things: A quasi-homosexual relationship between two mutes; A revolutionary drunk; A snotty, pretentious doctor who babbled on about Karl Marx (*yawn*-- how long is it going to be before people let him go?); A white trash girl who loved music.Save your money (and your time).",Negative
label1," Disappointed: I was also disappointed with this book. I heard Oprah talking about how great it was, and I found it a struggle to read. I was easily distracted when reading this book. Overall, a big disappointment",Negative
label1," I agree - its BORING: I wish I would have read these reviews before I picked up the book at the local booksellers. I kept waiting for something good to happen, but alas... it never got to the level I expected. :(",Negative
label1," Unremitting Bleakness of Life: I coudn't stop thinking while I was reading this, I couldn't stand more than a hundred pages, that it was a brilliant work for a very sensitive,depressed, lonely, highly intelligenttwenty something writer. Who wasn't made like other folks, and for many artists that's a necessary evil. I havent' read anything else by her, and I don't think I will, I have a feeling life doesn't get better in the works of Carson McCuller and that's too bad.The writing is much better than OK, but,this work is amateurish in structure. There is no impelling story of any kind, just a wearing down, gets to be boring, pastiche of miserable and semi-miserable characters going nowhere except into a future of deepening misery and despair.Yes there are pleanty of folks like that but nothing redeems them here.McCullers is a southern grotesque who lacks the vitality of Flannery O'Connor and the enduring humanity and brilliance of William Faulkner.",Negative
label1," How to Study Your Bible: This is an excellent book. Very helpful if you are unsure how to study a your Bible or if you have been haphazard in doing so. It has made and will continue to make my time alone with God more inclusive, unforgettable, and even more precious to me. Thank you, Kay Arthur for making this available to us.Nada Davis",Negative
label1," Maceo is king as the funkdafied jazzman: Live On Planet Groove posesses jazz reminiscent of Maceo's earlier work, yet with a newfound funk element... It's truly dope.",Negative
label1," famous arias: I purchased this a few years ago and found it extremely useful. Now I cannot find the original and am ordering another copy. I found it practical, useful, correct, the right size, etc. and would recommend it to anyone who is serious about opera.",Negative
label1," Good concept - Bad Execution: This kid acoustic guitar looks really nice, but when it comes to using it, we had to DUCT TAPE the tuner knobs in order to keep the strings in place. And we had to use A LOT OF DUCT TAPE. The guitar is of no use if the strings won't stay in place and without duct tape, we couldn't get one string to play.Now that it is all duct taped, my 3 year old does enjoy it, but the toy shouldn't have to be duct taped in order to work properly.",Negative
label1, Product is misrepresented: This item is misrepresented in the description. It comes with a strap that cannot be attached without buying and installing an end pin and it says it comes with a pitch pipe which was not included. The product details are misleading and although the price is good you do not get what you think you are paying for.,Negative
label1," Strong Material: This is a very strong effort that deserves to be rewarded with higher sales than it has logged so far. Breach is at its best when it is focused on the relationship between people, and fortunately, that's where most of the focus lies. The people on this album seem to occupy the same mythic landscape as those on the early Springsteen albums, where life and death intermingle and all battles are epic. The only real weak spot for me is Murder 101, which sounds kind of like an afterthought compared to the fully wrought songs elsewhere. Sleepwalker is, of course, one of the strongest rock singles in some time, but what surprises me is that the sparkling I've Been Delivered has not broken through on radio yet. Witness is another high point. Highly recommended.",Negative
label1," The opposite of ""Ten"": Pearl Jam have changed considerably since 1991's debut ""Ten"", and this excellent collection of songs mirror a band clearly more at ease with life than they were in the early 90s. Lead single ""Nothing as it Seems"" makes up for it's lack of bite with the exploration of soundscapes born in the Mid West, while ""Light Years"" and ""Thin Air"" show a subtlety in the band's personality that went previously unexplored. My only gripes are with the absence of a real grabber like ""Jeremy"" or ""Rearviewmirror"", and the trowaway nature of ""Grievance"", but, hell, I'm only nitpicking. Lovely.",Negative
label1," They've lost it: Pearl Jam died, and this was the nail in the coffin. Gone are the furious beats of Vs, the melodic enchant of Ten, and the pure grunge soul of Vitalogy. All I hear is a weak, tired band that has run out of fuel.",Negative
label1," a poor job by a great band: i bought this album because i am a big pearl jam fan. when i first listened to it i was suprised how boring it was. i figured i just needed to let it grow on me so i listened to it again a couple of days later. unfortunatley i found that it was still monotonous and the songs tend to run together because they sound so similar. i still think pearl jam is a great band with a lot of talent, but this album doesn't have the energy or creativeness that makes them that way. if you have every other pearl jam album, buy this one to complete your set. if you don't, pick one ot the others.",Negative
label1," The band that just won't go away: This has to be the most boring album of all time. Right up there with Yield, Riot Act and No Code. I don't know what it's going to take for this band to finally call it quits. They have no talent and their lead singer just mumbles into the microphone -- you can't understand a word he's saying.If you're looking for a fresh sound, you can't go wrong with a band like Creed. They're talented and they have passion for their work -- not like these washed up has-beens. Pearl Jam has no real talent. Warning: this album is horrible. Listen to the song previews and you'll agree with me.",Negative
label1," another sellout: Sorry diehards but Carlos is selling out to the mainstream, what was once beautiful music from this man has turned into the same crap we hear from every other mainstream artist you see on mtv day in and day out....I bought this at a local store cause it was cheap... 9.95... gonna take it out and play frisbee with it tomorrow or give it to the first hip hopper that comes along....Carlos is no longer a Shaman.. just a Shame....",Negative
label1," Sony Root Kiet: I was going to get this for my dad for X-mass, but sorry Sony not going to get. You lost out on my money because I am not going to give my father a virus. Guess I will get the next CD on his list.",Negative
label1, Rootkit: Because this disc installs a rootkit that slows down your PC and makes your PC easy to hijack by hackers I am not going to order it. Sony and Santana can keep their Copy protected CD!,Negative
label1," Stuff Rootkill: I broke this piece of junk in half, it did damage to my PC. I dont care about losing the CD. It's the principle!! Release this like a normal CD and I will buy it or I will go to ITunes and download and have freedom with the music. That's after I find a way to get rid of the virus this thing infected my PC with. My computer has since been hacked. Sell me a virus and you can keep it, I will never buy garbage with this kind of software attached again (no matter who the artist)!!",Negative
label1," All Than He Isn't - Santana Sells Out: I rated this one quite generously. That one star was awarded just to Santana's name because this music almost makes me feel cheated.Santana, in my opinion, is one of the greatest gutarists of all time. Sure, there are the technical masters such as Malmsteen and Vai, but no one has the same feel as Carlos Santana. It's just a shame that he would take all of his talent and throw it away on garbage like this.If you actually like this music, then have fun, jump off a bridge. But if you agree that Santana is better than this, than check out anything else, the earlier the better, and definately go live.Overall, this album makes me wannt to throw up. Santana replaces all the beautiful spanish sound and soulfull chord progressions with pop garbage. Don't buy it.",Negative
label1," Great C.D.: I love this c.d. Nine Days are absolutely great. They have depth and meaning to all their songs and though some people have said that all the songs sound alike, I disagree. So anway, basically like my title says, it's a great c.d.",Negative
label1," Where is Rod?: Where has Rod Stewart gone? This is so bad that I couldn't even finish listening to the CD. I am such a big Rod Stewart fan, but I think his glory days are over. I have had my fill of his remakes at this point. Don't waste your money on this one.",Negative
label1," Superb Story: I enjoyed this book. There were mysteries inside of mysteries and it was fun to read, all the time, I speculated as to possible outcomes.",Negative
label1," Yoga for thinkers: As one who has never attended a Yoga class, I am fascinated by this book because I feel as though I am doing Yoga as I sit and read and think, read and think. Yoga is so much more than being on a mat, although that experience is certainly most central to the discipline. What I am discovering is the meaning of the discipline. I am able to envision the physical movements as I sort out, mentally, the meaning of my imagined activity. Because Gates puts his readers through stages of using their minds, he also expects those readers to repeat those stages over and over. In repeating the exercises, readers bring new thoughts and experiences to the reading activity and each exposure is different from the last one. As such, the book is always new, exciting, provocative, mysterious, riveting.",Negative
label1," ONE IN A MILLION: Rolf Gates' book is the kind of blessing that only comes around with the regularity of Haley's Comet. By his blending of quotes, personal experience, and yoga instruction, he accomplishes something of serene wonder. His book conveys the very heart of yoga, for it reaches the reader on a level beyond words, phrases, or didactics. Using the book as a daily inspirational guide, the seeker can find and find abundantly.",Negative
label1," dry floors: We love the Water Boy water dish.No longer constantly mopping up after our dog drinks. We have given one to our daughter for her dog and she loves it.We are buying more for other family dogs and want a spare for us when the summer comes,heard you can fill half way and freeze so it's ready for a hot day or just a hike through the park.",Negative
